Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Visibility_Ratio_OutletSize,Outlet_Years,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDK44,16.6,0.122918852,Fruits and Vegetables,173.0738,OUT017,0,1,3823.0236,0.9300661617477183,1.754776061583795,6,1,0,0,1,0,0,0,1,0
FDM15,11.8,0.057373797,Meat,151.4366,OUT013,2,2,1360.2294,0.9242293566858493,0.7222607518213832,26,0,1,0,1,0,0,0,1,0
FDS31,13.1,0.044155597,Fruits and Vegetables,178.8318,OUT013,2,2,3969.4996,1.050188369323889,0.5558609740669946,26,0,1,0,1,0,0,0,1,0
FDI32,17.7,0.291865402,Fruits and Vegetables,115.1834,OUT010,2,2,345.5502,1.4797657517933827,3.6742020870462913,15,1,0,1,0,0,0,0,1,0
FDR47,17.85,0.08535471260000001,Breads,196.5794,OUT010,2,2,585.2382,0.9090909090909092,1.074503730230267,15,1,0,1,0,0,0,0,1,0
FDB35,12.3,0.064750025,Starchy Foods,92.6804,OUT045,0,1,1010.6844,0.8765027642551428,0.924364261528836,11,0,1,0,1,0,0,0,1,0
NCU05,11.8,0.098312421,Health and Hygiene,81.4618,OUT010,2,2,161.1236,1.556014400369685,1.2376242608597152,15,1,0,1,0,0,0,0,0,1
DRY23,9.395,0.191013663,Soft Drinks,42.1112,OUT019,0,0,42.6112,1.614810591823397,2.726890121523705,28,0,1,1,0,0,0,1,0,0
FDO24,11.1,0.176573035,Baking Goods,157.4604,OUT045,0,1,3010.7476,0.9620429213503378,2.520737298613866,11,1,0,0,1,0,0,0,1,0
FDQ28,14.0,0.060134441,Frozen Foods,153.0656,OUT027,1,2,6024.1584,0.8675537159031228,0.9393434741820118,28,0,1,0,0,0,1,0,1,0
FDV39,11.3,0.007294652,Meat,198.1426,OUT045,0,1,988.713,1.0136095176709476,0.10413765259688852,11,1,0,0,1,0,0,0,1,0
NCO17,10.0,0.128478462,Health and Hygiene,117.944,OUT019,0,0,239.688,1.66158138729929,1.8341444447162853,28,1,0,1,0,0,0,0,0,1
FDU50,5.75,0.075107656,Dairy,112.8176,OUT013,2,2,1374.2112,1.014538423093149,0.9455067457031269,26,0,1,0,1,0,0,0,1,0
FDT12,6.215,0.049381406,Baking Goods,226.8062,OUT027,1,2,4739.8302,0.9344755748620248,0.7713732879304964,28,0,1,0,0,0,1,0,1,0
FDK58,11.35,0.045165796,Snack Foods,100.0016,OUT018,1,2,1012.016,0.9529708288112345,0.7055224098422402,4,0,1,0,0,1,0,0,1,0
FDO08,11.1,0.09415375,Fruits and Vegetables,165.7526,OUT019,0,0,657.8104,1.5263660654326803,1.3441286175398486,28,0,1,1,0,0,0,0,1,0
NCW29,14.0,0.028907832,Health and Hygiene,130.431,OUT049,1,0,778.986,0.8760887780212524,0.4515612499324628,14,1,0,0,1,0,0,0,0,1
FDE04,19.75,0.018059621,Frozen Foods,179.766,OUT045,0,1,2336.958,0.9349382553015971,0.2578171704050409,11,0,1,0,1,0,0,0,1,0
NCB19,6.525,0.090436094,Household,85.0882,OUT049,1,0,2233.0932,0.9237238358273695,1.4126772165290602,14,1,0,0,1,0,0,0,0,1
FDV15,10.3,0.146399712,Meat,103.9648,OUT049,1,0,1661.8368,0.9237238319507569,2.2868694179650886,14,1,0,0,1,0,0,0,1,0
FDL58,5.78,0.074264356,Snack Foods,264.7568,OUT049,1,0,4745.8224,0.8732632545533564,1.1600629691216344,14,0,1,0,1,0,0,0,1,0
FDA08,11.85,0.050186726,Fruits and Vegetables,164.1526,OUT045,0,1,3124.5994,0.9266904971470526,0.7164602008654055,11,0,1,0,1,0,0,0,1,0
FDT43,16.35,0.020631654,Fruits and Vegetables,50.1324,OUT018,1,2,467.3916,0.878292055660215,0.32228136196495455,4,1,0,0,0,1,0,0,1,0
NCX06,17.6,0.01561108,Household,182.5976,OUT027,1,2,5070.7328,0.8704929095813483,0.24385636382540452,28,1,0,0,0,0,1,0,0,1
FDT20,10.5,0.041395445,Fruits and Vegetables,37.6164,OUT046,0,0,540.6296,0.9296325980403759,0.5909568366665888,16,1,0,0,1,0,0,0,1,0
FDB41,19.0,0.097313129,Frozen Foods,48.0718,OUT046,0,0,992.7078,0.8747287957135111,1.389231565936003,16,0,1,0,1,0,0,0,1,0
NCN55,14.6,0.059582996,Others,238.8538,OUT049,1,0,6008.845,0.9344762885152379,0.9307295043253652,14,1,0,0,1,0,0,0,0,1
FDE40,15.6,0.098663652,Dairy,62.9194,OUT027,1,2,2105.2596,0.9207846271350995,1.5411976249212163,28,0,1,0,0,0,1,0,1,0
FDX49,4.615,0.101338651,Canned,232.63,OUT027,1,2,5359.69,0.9946778264859067,1.582983044595998,28,0,1,0,0,0,1,0,1,0
NCM53,18.75,0.052146456,Health and Hygiene,104.628,OUT045,0,1,745.696,0.93151792990204,0.7444370915962725,11,1,0,0,1,0,0,0,0,1
FDE36,5.26,0.041764487,Baking Goods,161.8868,OUT035,0,1,3275.736,0.8708658809596564,0.596225239818605,9,0,1,0,1,0,0,0,1,0
FDN57,18.25,0.054344186,Snack Foods,140.2154,OUT045,0,1,1701.7848,0.924160348572796,0.7758116442468664,11,1,0,0,1,0,0,0,1,0
FDI24,10.3,0.078362484,Baking Goods,177.937,OUT027,1,2,6704.606,0.9178236833668946,1.2240786933746057,28,1,0,0,0,0,1,0,1,0
FDI19,15.1,0.052339069,Meat,242.7512,OUT046,0,0,4119.9704,0.9265119554752591,0.7471868136775514,16,1,0,0,1,0,0,0,1,0
FDF24,15.5,0.042464962,Baking Goods,81.5934,OUT010,2,2,327.5736,1.55601440687785,0.534578099828158,15,0,1,1,0,0,0,0,1,0
FDG52,13.65,0.065732883,Frozen Foods,45.7402,OUT049,1,0,780.9834,1.0006230405301118,1.0267951885545874,14,1,0,0,1,0,0,0,1,0
DRF36,16.1,0.023625114,Soft Drinks,189.3846,OUT045,0,1,3630.6074,0.9315179356850789,0.33726953860086634,11,1,0,0,1,0,0,1,0,0
FDS45,5.175,0.051643608,Snack Foods,107.3622,OUT019,0,0,317.5866,1.531537193669292,0.7372584886508489,28,0,1,1,0,0,0,0,1,0
FDX40,12.85,0.165694219,Frozen Foods,39.7164,OUT010,2,2,231.6984,1.4585769501324786,2.0858726011701285,15,1,0,1,0,0,0,0,1,0
DRK12,9.5,0.041878397,Soft Drinks,32.99,OUT035,0,1,133.16,1.0113668478235105,0.5978514064962356,9,1,0,0,1,0,0,1,0,0
DRC27,13.8,0.058091482,Dairy,245.1802,OUT035,0,1,5650.6446,0.8745633898078159,0.8293076313105001,9,1,0,0,1,0,0,1,0,0
FDL58,5.78,0.07731122380000001,Snack Foods,263.7568,OUT017,0,1,2636.568,0.9090909090909092,1.1036865591291676,6,0,1,0,1,0,0,0,1,0
NCD30,19.7,0.026903714,Household,96.0726,OUT045,0,1,1272.3438,0.9344170294145336,0.38407447292866687,11,1,0,0,1,0,0,0,0,1
NCZ54,14.65,0.0813447597,Household,161.5552,OUT010,2,2,324.9104,0.9090909090909091,1.0240236897281134,15,1,0,1,0,0,0,0,0,1
FDE10,6.67,0.150554711,Snack Foods,130.0626,OUT010,2,2,131.1626,1.5620074706004081,1.8952860790634283,15,0,1,1,0,0,0,0,1,0
FDR44,6.11,0.09157041555555555,Fruits and Vegetables,131.2968,OUT010,2,2,260.9936,0.8999999999999999,1.1527512669895639,15,0,1,1,0,0,0,0,1,0
FDP28,13.65,0.134975628,Frozen Foods,260.0936,OUT010,2,2,260.9936,1.5560143938388797,1.6991658850266322,15,0,1,1,0,0,0,0,1,0
FDX15,17.2,0.15616879,Meat,160.6578,OUT013,2,2,3690.5294,0.9982383500644568,1.9659599603706848,26,1,0,0,1,0,0,0,1,0
FDA39,6.32,0.011040999499999999,Meat,40.2822,OUT035,0,1,1139.1838,0.8333333333333333,0.1576200989784598,9,1,0,0,1,0,0,0,1,0
FDY24,4.88,0.133700752,Baking Goods,52.9298,OUT049,1,0,1995.4026,0.8850525230969177,2.088502475385571,14,0,1,0,1,0,0,0,1,0
FDC60,5.425,0.115119905,Baking Goods,88.3514,OUT017,0,1,1416.8224,0.8796766119655859,1.6434391488280466,6,0,1,0,1,0,0,0,1,0
FDH28,15.85,0.110030997,Frozen Foods,37.2506,OUT046,0,0,265.6542,0.8710305849920302,1.5707904558675703,16,0,1,0,1,0,0,0,1,0
FDT25,7.5,0.051038045,Canned,121.7072,OUT017,0,1,3552.7088,0.8796766155939332,0.7286135376210355,6,1,0,0,1,0,0,0,1,0
DRJ13,12.65,0.062837968,Soft Drinks,161.5578,OUT013,2,2,2406.867,0.9288589854817186,0.7910474882917026,26,1,0,0,1,0,0,1,0,0
NCO07,9.06,0.017116983,Others,211.956,OUT019,0,0,213.056,1.6148106140981398,0.24436017361223625,28,1,0,1,0,0,0,0,0,1
FDW20,20.75,0.024129332,Fruits and Vegetables,124.173,OUT013,2,2,2956.152,0.9322695468390518,0.30375659939794053,26,1,0,0,1,0,0,0,1,0
DRF27,8.93,0.049754975,Dairy,152.134,OUT019,0,0,153.134,1.6148105858812485,0.710296570901103,28,1,0,1,0,0,0,1,0,0
FDS49,9.0,0.07721649277777778,Canned,79.7644,OUT035,0,1,1649.8524,0.9,1.1023341894366412,9,1,0,0,1,0,0,0,1,0
FDX25,16.7,0.101561568,Canned,181.9292,OUT027,1,2,3101.2964,1.0607574254827228,1.5864651694108647,28,1,0,0,0,0,1,0,1,0
NCX42,6.36,0.005949644,Household,165.6526,OUT027,1,2,4769.1254,0.9178237065234705,0.0929377436984267,28,1,0,0,0,0,1,0,0,1
FDG33,5.365,0.13956116,Seafood,170.4764,OUT027,1,2,3435.528,0.870492878994874,2.1800462882039864,28,0,1,0,0,0,1,0,1,0
FDL56,14.1,0.126035694,Fruits and Vegetables,86.4198,OUT045,0,1,1133.8574,0.9241603432989565,1.7992717564291958,11,1,0,0,1,0,0,0,1,0
FDF14,7.55,0.027164679,Canned,152.334,OUT035,0,1,2603.278,0.9988808467785639,0.38779998067186655,9,1,0,0,1,0,0,0,1,0
NCD06,13.0,0.099325278,Household,45.406,OUT046,0,0,605.878,0.9222899126493381,1.4179567845667447,16,1,0,0,1,0,0,0,0,1
DRM47,9.3,0.04357366,Hard Drinks,192.8846,OUT027,1,2,2293.0152,0.9251308182990382,0.6806520936517189,28,1,0,0,0,0,1,1,0,0
FDS46,17.6,0.082741482,Snack Foods,118.7782,OUT019,0,0,119.1782,1.61481058939147,1.1812083301393548,28,0,1,1,0,0,0,0,1,0
FDB35,12.3,0.064565202,Starchy Foods,92.9804,OUT013,2,2,1929.4884,0.8740008676088028,0.8127910958729031,26,0,1,0,1,0,0,0,1,0
FDX21,7.05,0.084554569,Snack Foods,109.8912,OUT027,1,2,2074.6328,0.870492877257517,1.320803540893024,28,1,0,0,0,0,1,0,1,0
NCU05,11.8,0.058451805,Health and Hygiene,79.9618,OUT027,1,2,241.6854,0.9251308164570655,0.9130594825170071,28,1,0,0,0,0,1,0,0,1
NCR38,17.25,0.113748685,Household,251.3724,OUT045,0,1,6795.1548,0.9241603485949121,1.6238637623676775,11,1,0,0,1,0,0,0,0,1
NCR18,15.85,0.020603511,Household,42.7112,OUT017,0,1,639.168,1.0047208774941259,0.2941334652830829,6,1,0,0,1,0,0,0,0,1
NCU41,18.85,0.052044976,Health and Hygiene,192.1846,OUT035,0,1,3248.4382,0.9294568228249105,0.7429883742365503,9,1,0,0,1,0,0,0,0,1
FDY56,16.35,0.062764429,Fruits and Vegetables,227.6062,OUT017,0,1,7222.5984,0.8796766183746416,0.8960181106163905,6,0,1,0,1,0,0,0,1,0
DRJ51,14.1,0.087977262,Dairy,229.0668,OUT035,0,1,3225.1352,0.9248242060931966,1.2559537516774537,9,1,0,0,1,0,0,1,0,0
FDK21,7.905,0.010010425,Snack Foods,249.0408,OUT035,0,1,3755.112,0.929456772139558,0.14290773034782298,9,1,0,0,1,0,0,0,1,0
FDY25,12.0,0.033946163,Canned,179.3976,OUT013,2,2,3440.8544,1.0141736636442533,0.42733760866186393,26,1,0,0,1,0,0,0,1,0
FDU44,12.15,0.058414678,Fruits and Vegetables,163.4552,OUT035,0,1,974.7312,0.9221155208157991,0.8339215419903658,9,0,1,0,1,0,0,0,1,0
FDL43,10.1,0.027106459,Meat,75.367,OUT049,1,0,535.969,0.9237238291767563,0.4234225004242122,14,1,0,0,1,0,0,0,1,0
FDF05,17.5,0.027022883,Frozen Foods,262.491,OUT017,0,1,5259.82,0.9275067682026314,0.38577571651401116,6,1,0,0,1,0,0,0,1,0
DRF15,18.35,0.058153409,Dairy,152.034,OUT019,0,0,306.268,1.5256483354518353,0.8301916943764788,28,1,0,1,0,0,0,1,0,0
FDL20,17.1,0.128937661,Fruits and Vegetables,112.3886,OUT018,1,2,1779.0176,0.9286023019624825,2.0140995479885233,4,1,0,0,0,1,0,0,1,0
FDV32,7.785,0.088846306,Fruits and Vegetables,61.451,OUT049,1,0,759.012,0.9237238330945347,1.3878435777972582,14,1,0,0,1,0,0,0,1,0
FDJ34,11.8,0.09357779,Snack Foods,125.9704,OUT013,2,2,1877.556,0.9982383511881217,1.1780214748412678,26,0,1,0,1,0,0,0,1,0
FDG08,13.15,0.165694678,Fruits and Vegetables,171.8764,OUT045,0,1,3779.0808,0.9273093912852362,2.365439066142882,11,0,1,0,1,0,0,0,1,0
FDQ04,6.4,0.148392623,Frozen Foods,41.5796,OUT019,0,0,41.2796,1.5260667100097534,2.1184368249390166,28,1,0,1,0,0,0,0,1,0
FDW13,8.5,0.098438394,Canned,51.1324,OUT017,0,1,259.662,0.8796766140909913,1.405295725768362,6,1,0,0,1,0,0,0,1,0
NCI17,8.645,0.143303291,Health and Hygiene,96.341,OUT013,2,2,193.082,0.9242293584519503,1.8040002249831655,26,1,0,0,1,0,0,0,0,1
FDY03,17.6,0.076276208,Meat,110.9202,OUT045,0,1,1687.803,0.8765027676307248,1.0889107869864125,11,0,1,0,1,0,0,0,1,0
FDS12,9.1,0.175103435,Baking Goods,127.5362,OUT017,0,1,4655.9394,0.8796766150349392,2.499757450054074,6,1,0,0,1,0,0,0,1,0
FDJ55,12.8,0.023511371,Meat,225.9404,OUT013,2,2,4950.8888,0.9288589687622343,0.2959772820127534,26,0,1,0,1,0,0,0,1,0
DRK01,7.63,0.06105276,Soft Drinks,95.4436,OUT035,0,1,1418.154,0.9221155171880653,0.8715825115387562,9,1,0,0,1,0,0,1,0,0
FDG28,9.285,0.049559042,Frozen Foods,246.4144,OUT017,0,1,1225.072,1.0172799147779095,0.707499452863633,6,0,1,0,1,0,0,0,1,0
FDY38,13.6,0.119418124,Dairy,231.03,OUT045,0,1,5359.69,0.9241603470477056,1.7048000522689986,11,0,1,0,1,0,0,0,1,0
FDN01,8.895,0.072545601,Breakfast,176.237,OUT045,0,1,1764.37,0.8852803769322726,1.035653050257982,11,1,0,0,1,0,0,0,1,0
NCR54,16.35,0.090486828,Household,195.211,OUT013,2,2,2553.343,0.9240453362428582,1.1391103228048893,26,1,0,0,1,0,0,0,0,1
FDG29,17.6,0.056245075,Frozen Foods,43.3454,OUT013,2,2,1006.6896,0.9982383454996631,0.7080516242588945,26,1,0,0,1,0,0,0,1,0
FDG24,7.975,0.014618973,Baking Goods,85.225,OUT013,2,2,1081.925,0.9982383389253316,0.1840336701061724,26,1,0,0,1,0,0,0,1,0
FDG59,15.85,0.043479126,Starchy Foods,36.7164,OUT017,0,1,308.9312,0.9299777995777229,0.6207032382907838,6,1,0,0,1,0,0,0,1,0
FDM28,15.7,0.045166237,Frozen Foods,178.666,OUT013,2,2,2516.724,0.8740008676956751,0.5685836043335737,26,1,0,0,1,0,0,0,1,0
FDW04,8.985,0.057827101,Frozen Foods,128.831,OUT046,0,0,1428.141,1.0140923391842127,0.825533357125629,16,0,1,0,1,0,0,0,1,0
FDS26,20.35,0.089394766,Dairy,260.1594,OUT013,2,2,2093.2752,0.9288589881354257,1.1253626964946495,26,1,0,0,1,0,0,0,1,0
FDQ56,6.59,0.10550944,Fruits and Vegetables,85.6908,OUT013,2,2,1929.4884,0.9288589857726305,1.328225277798036,26,1,0,0,1,0,0,0,1,0
FDK51,19.85,0.005234153,Dairy,264.0884,OUT035,0,1,5829.7448,0.9330875707175232,0.07472219466438725,9,1,0,0,1,0,0,0,1,0
FDL22,16.85,0.036390174,Snack Foods,91.4488,OUT046,0,0,2082.6224,0.9222899094965641,0.5195021363530877,16,1,0,0,1,0,0,0,1,0
FDH19,19.35,0.03292824,Meat,173.1738,OUT027,1,2,7298.4996,0.9178236980226446,0.5143629315569607,28,1,0,0,0,0,1,0,1,0
FDY55,16.75,0.081252534,Fruits and Vegetables,256.4988,OUT013,2,2,7452.9652,1.1217657820449003,1.022862689290592,26,1,0,0,1,0,0,0,1,0
FDY03,17.6,0.076552407,Meat,110.5202,OUT017,0,1,450.0808,0.8796766169117068,1.0928537736442556,6,0,1,0,1,0,0,0,1,0
FDK21,7.905,0.016758569,Snack Foods,250.4408,OUT010,2,2,500.6816,1.5560143998299834,0.21096837368791416,15,1,0,1,0,0,0,0,1,0
FDZ10,17.85,0.044248175,Snack Foods,126.202,OUT027,1,2,3668.558,0.8673835754364385,0.6911885059464283,28,1,0,0,0,0,1,0,1,0
FDZ32,7.785,0.038288087,Fruits and Vegetables,103.1964,OUT018,1,2,736.3748,0.9285140817525539,0.5980876194120291,4,0,1,0,0,1,0,0,1,0
NCZ18,7.825,0.186032678,Household,253.0698,OUT035,0,1,6088.0752,0.9252575993878325,2.65578212548492,9,1,0,0,1,0,0,0,0,1
NCF07,9.0,0.031867464,Household,101.0016,OUT027,1,2,2125.2336,0.9942317063470044,0.49779284299209153,28,1,0,0,0,0,1,0,0,1
DRE49,20.75,0.021370201,Soft Drinks,153.0024,OUT017,0,1,2277.036,0.9634429827892375,0.3050786477084416,6,1,0,0,1,0,0,1,0,0
FDJ08,11.1,0.193772568,Fruits and Vegetables,190.3846,OUT019,0,0,573.2538,1.6148105860702218,2.7662759469801927,28,1,0,1,0,0,0,0,1,0
FDT39,6.26,0.009866049,Meat,151.1366,OUT035,0,1,2267.049,0.8745633864145876,0.1408466343926865,9,0,1,0,1,0,0,0,1,0
FDE08,18.2,0.082551042,Fruits and Vegetables,147.3734,OUT010,2,2,296.9468,1.4448007383471568,1.0392091996030626,15,1,0,1,0,0,0,0,1,0
NCD06,13.0,0.099729888,Household,46.306,OUT018,1,2,559.272,0.926046939350608,1.5578530026362587,4,1,0,0,0,1,0,0,0,1
FDB57,20.25,0.018801549,Fruits and Vegetables,222.1772,OUT035,0,1,5559.43,0.9221155258126473,0.26840885323184394,9,0,1,0,1,0,0,0,1,0
NCT54,8.695,0.119721451,Household,95.5094,OUT049,1,0,1237.7222,1.0131308222129083,1.8701356800914057,14,1,0,0,1,0,0,0,0,1
DRF49,7.27,0.071222087,Soft Drinks,113.5518,OUT045,0,1,569.259,0.9241603497087073,1.0167587094259425,11,1,0,0,1,0,0,1,0,0
FDM25,10.695,0.060371962,Breakfast,174.0712,OUT027,1,2,3866.9664,0.8673442090197672,0.9430537240425068,28,0,1,0,0,0,1,0,1,0
FDF20,12.85,0.033287541,Fruits and Vegetables,198.4768,OUT045,0,1,1379.5376,0.8765027741690059,0.47520928763465103,11,1,0,0,1,0,0,0,1,0
FDH27,7.075,0.05858462,Dairy,142.7128,OUT018,1,2,1869.5664,0.878292072097997,0.9151341489053332,4,1,0,0,0,1,0,0,1,0
FDV60,20.2,0.11679292,Baking Goods,196.211,OUT027,1,2,5499.508,0.8671457748867251,1.8243899071525713,28,0,1,0,0,0,1,0,1,0
FDY59,8.195,0.031452265,Baking Goods,94.3462,OUT049,1,0,925.462,0.9349353491120208,0.49130713422601363,14,1,0,0,1,0,0,0,1,0
FDK36,7.09,0.00721395,Baking Goods,47.9034,OUT035,0,1,583.2408,0.9333075338590947,0.10298555968829272,9,1,0,0,1,0,0,0,1,0
NCM31,6.095,0.081196619,Others,141.4154,OUT046,0,0,1418.154,0.933025686516824,1.1591540352389553,16,1,0,0,1,0,0,0,0,1
FDE33,19.35,0.049916364,Fruits and Vegetables,80.2644,OUT017,0,1,942.7728,0.8796766174714684,0.7126005425799383,6,0,1,0,1,0,0,0,1,0
FDU36,6.15,0.04627095,Baking Goods,99.3384,OUT046,0,0,2364.9216,0.9243238451323196,0.6605590117839752,16,1,0,0,1,0,0,0,1,0
FDV13,17.35,0.02747716,Canned,87.9856,OUT027,1,2,3251.7672,0.9942317022195514,0.4292131182371016,28,0,1,0,0,0,1,0,1,0
FDV20,20.2,0.104704537,Fruits and Vegetables,125.2678,OUT019,0,0,254.3356,1.5265977832228712,1.4947504965862743,28,0,1,1,0,0,0,0,1,0
NCQ54,17.7,0.012540003,Household,167.0474,OUT035,0,1,5895.659,0.9330366574356923,0.17901970868218794,9,1,0,0,1,0,0,0,0,1
FDO23,17.85,0.147023834,Breads,93.7436,OUT018,1,2,1134.5232,0.9288173732205792,2.296618655141725,4,1,0,0,0,1,0,0,1,0
DRE60,9.395,0.159657596,Soft Drinks,224.972,OUT045,0,1,7696.648,0.9241603421614242,2.279254345060241,11,1,0,0,1,0,0,1,0,0
DRP47,15.75,0.141398626,Hard Drinks,250.5382,OUT017,0,1,2775.7202,0.8763482196000713,2.0185912901760585,6,1,0,0,1,0,0,1,0,0
FDB21,7.475,0.148821808,Fruits and Vegetables,241.2854,OUT045,0,1,5317.0788,0.9261984002709812,2.1245638229685038,11,1,0,0,1,0,0,0,1,0
FDR04,7.075,0.021757498666666666,Frozen Foods,98.0068,OUT018,1,2,874.8612,0.8999999999999999,0.33986787017870773,4,1,0,0,0,1,0,0,1,0
FDX23,6.445,0.029691762,Baking Goods,92.6436,OUT046,0,0,1039.9796,0.9296325958710085,0.4238763406596361,16,1,0,0,1,0,0,0,1,0
FDX19,19.1,0.096715523,Fruits and Vegetables,235.0958,OUT035,0,1,3038.0454,0.9294568167708253,1.3807002081662538,9,1,0,0,1,0,0,0,1,0
FDD40,20.25,0.014790559,Dairy,193.6162,OUT035,0,1,3848.324,0.929456797546824,0.21114839952005698,9,0,1,0,1,0,0,0,1,0
FDA01,15.0,0.054378253,Canned,59.1904,OUT046,0,0,527.3136,0.9296325996045801,0.7762979810057712,16,0,1,0,1,0,0,0,1,0
FDS33,6.67,0.123428594,Snack Foods,89.1514,OUT046,0,0,2390.8878,0.9519189989556308,1.7620530825177676,16,0,1,0,1,0,0,0,1,0
FDM50,13.0,0.029943463,Canned,60.222,OUT027,1,2,1677.816,1.0158496359546068,0.4677385554055542,28,0,1,0,0,0,1,0,1,0
FDB29,16.7,0.052368061,Frozen Foods,112.7176,OUT013,2,2,801.6232,0.9982383571560172,0.6592451099112032,26,0,1,0,1,0,0,0,1,0
FDF46,7.07,0.093861144,Snack Foods,115.5834,OUT045,0,1,1267.0174,0.9268750438140394,1.3399514063479006,11,1,0,0,1,0,0,0,1,0
FDA33,6.48,0.033968647,Snack Foods,148.0076,OUT045,0,1,886.8456,1.0010958782066635,0.4849326822543884,11,1,0,0,1,0,0,0,1,0
FDC08,19.0,0.173154079,Fruits and Vegetables,228.272,OUT010,2,2,452.744,1.5616937171759717,2.179782441093783,15,0,1,1,0,0,0,0,1,0
FDB53,13.35,0.139735226,Frozen Foods,147.5392,OUT045,0,1,3877.6192,0.9271417270719504,1.99484477405306,11,1,0,0,1,0,0,0,1,0
FDY31,5.98,0.043351896,Fruits and Vegetables,146.6418,OUT027,1,2,4414.254,0.8704928748826659,0.677187979531019,28,1,0,0,0,0,1,0,1,0
DRQ35,9.3,0.042086652,Hard Drinks,122.4388,OUT027,1,2,5448.9072,0.9178236760368869,0.6574239528786727,28,1,0,0,0,0,1,1,0,0
FDX36,9.695,0.12848269,Baking Goods,223.9404,OUT049,1,0,4950.8888,0.8760887651053628,2.006992571808399,14,0,1,0,1,0,0,0,1,0
DRD13,15.0,0.049357077,Soft Drinks,62.6168,OUT017,0,1,958.752,1.0047208979058408,0.7046162226551556,6,1,0,0,1,0,0,1,0,0
FDC52,11.15,0.008326735,Dairy,149.9708,OUT017,0,1,1956.1204,0.9300461258882928,0.11887155640822242,6,0,1,0,1,0,0,0,1,0
FDB45,20.85,0.021362955,Fruits and Vegetables,103.2306,OUT049,1,0,2404.2038,0.9237238361291524,0.3337048126629128,14,1,0,0,1,0,0,0,1,0
NCK19,9.8,0.151420934,Others,194.3478,OUT010,2,2,387.4956,1.5560143878251977,1.9061906889714142,15,1,0,1,0,0,0,0,0,1
FDV51,16.35,0.032511818,Meat,165.0842,OUT013,2,2,994.7052,0.9288589774584,0.4092810889221778,26,1,0,0,1,0,0,0,1,0
FDZ35,9.6,0.022323658,Breads,101.299,OUT045,0,1,1754.383,0.9268750361248365,0.3186900953596897,11,0,1,0,1,0,0,0,1,0
NCW17,18.0,0.019292355,Health and Hygiene,129.9994,OUT027,1,2,3340.9844,0.9089075832795482,0.30136054263567047,28,1,0,0,0,0,1,0,0,1
FDV59,13.35,0.048124443,Breads,216.7166,OUT045,0,1,3918.8988,0.9353771608542315,0.6870192747443967,11,1,0,0,1,0,0,0,1,0
DRH39,20.7,0.09261307,Dairy,76.367,OUT013,2,2,306.268,0.9591250525981512,1.165876917065231,26,1,0,0,1,0,0,1,0,0
FDN60,15.1,0.094697274,Baking Goods,158.4604,OUT027,1,2,4278.4308,0.9178236856661625,1.4792399309860702,28,1,0,0,0,0,1,0,1,0
FDU55,16.2,0.035984104,Fruits and Vegetables,260.6278,OUT045,0,1,4425.5726,1.0010958913637158,0.5137051255306362,11,1,0,0,1,0,0,0,1,0
FDN58,13.8,0.056596985,Snack Foods,230.9984,OUT027,1,2,9267.936,0.9942317062330958,0.8840858522011906,28,0,1,0,0,0,1,0,1,0
FDC41,15.6,0.2047,Frozen Foods,76.867,OUT019,0,0,229.701,1.5315371992780884,2.92227476877349,28,1,0,1,0,0,0,0,1,0
FDO01,21.1,0.020618324,Breakfast,129.3994,OUT027,1,2,2055.9904,0.8704928726402349,0.3220731377210334,28,0,1,0,0,0,1,0,1,0
NCO43,5.5,0.04709821,Others,101.3016,OUT046,0,0,3339.6528,0.9332640292832791,0.6723688848920141,16,1,0,0,1,0,0,0,0,1
FDQ07,15.1,0.087584126,Fruits and Vegetables,221.7456,OUT045,0,1,6410.3224,0.9241603416870946,1.2503413852216816,11,0,1,0,1,0,0,0,1,0
FDF28,15.7,0.038078899,Frozen Foods,122.9046,OUT017,0,1,1992.0736,0.8796766071141574,0.5436101894009482,6,0,1,0,1,0,0,0,1,0
FDM01,7.895,0.095102092,Breakfast,104.4332,OUT017,0,1,2870.9296,1.020828662751634,1.3576670440116032,6,0,1,0,1,0,0,0,1,0
FDY49,17.2,0.011953902,Canned,164.5184,OUT027,1,2,2807.0128,0.9178236769021234,0.1867285975887146,28,0,1,0,0,0,1,0,1,0
FDR24,17.35,0.062799379,Baking Goods,88.183,OUT013,2,2,539.298,0.9215224037828081,0.7905617034629239,26,0,1,0,1,0,0,0,1,0
NCY18,7.285,0.031125709,Household,174.3054,OUT013,2,2,4377.635,0.9288589776234623,0.3918317970712936,26,1,0,0,1,0,0,0,0,1
NCY30,20.25,0.026005891,Household,180.9976,OUT045,0,1,2716.464,0.9241603339730615,0.37125725016499067,11,1,0,0,1,0,0,0,0,1
FDJ22,18.75,0.09246392,Snack Foods,190.9504,OUT019,0,0,383.5008,1.614810583815551,1.3200047896330753,28,1,0,1,0,0,0,0,1,0
